Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
9,58,7,75,149,library and information studies,Education,9 58 7 75 Education 149
20,48,36,45,149,library and information studies,Education,20 48 36 45 Education 149
38,44,33,34,149,library and information studies,Education,38 44 33 34 Education 149
75,6,30,38,149,library and information studies,Education,75 6 30 38 Education 149
25,44,7,73,149,library and information studies,Education,25 44 7 73 Education 149
0,93,22,34,149,library and information studies,Education,0 93 22 34 Education 149
26,25,45,53,149,library and information studies,Education,26 25 45 53 Education 149
57,0,21,71,149,library and information studies,Education,57 0 21 71 Education 149
18,25,38,68,149,library and information studies,Education,18 25 38 68 Education 149
54,49,46,0,149,library and information studies,Education,54 49 46 0 Education 149
30,54,33,32,149,library and information studies,Education,30 54 33 32 Education 149
49,24,43,33,149,library and information studies,Education,49 24 43 33 Education 149
51,2,7,89,149,library and information studies,Education,51 2 7 89 Education 149
27,43,15,64,149,library and information studies,Education,27 43 15 64 Education 149
48,52,18,31,149,library and information studies,Education,48 52 18 31 Education 149
32,4,13,100,149,library and information studies,Education,32 4 13 100 Education 149
62,10,5,72,149,library and information studies,Education,62 10 5 72 Education 149
5,14,36,94,149,library and information studies,Education,5 14 36 94 Education 149
56,68,25,0,149,library and information studies,Education,56 68 25 0 Education 149
30,38,55,26,149,library and information studies,Education,30 38 55 26 Education 149
40,38,25,46,149,library and information studies,Education,40 38 25 46 Education 149
9,50,30,60,149,library and information studies,Education,9 50 30 60 Education 149
23,49,21,57,150,library and information studies,Education,23 49 21 57 Education 150
15,15,30,90,150,library and information studies,Education,15 15 30 90 Education 150
92,11,43,4,150,library and information studies,Education,92 11 43 4 Education 150
49,5,12,84,150,library and information studies,Education,49 5 12 84 Education 150
45,27,43,35,150,library and information studies,Education,45 27 43 35 Education 150
44,5,34,67,150,library and information studies,Education,44 5 34 67 Education 150
43,66,24,17,150,library and information studies,Education,43 66 24 17 Education 150
9,51,72,18,150,library and information studies,Education,9 51 72 18 Education 150
52,38,36,24,150,library and information studies,Education,52 38 36 24 Education 150
35,21,34,60,150,library and information studies,Education,35 21 34 60 Education 150
91,27,10,22,150,library and information studies,Education,91 27 10 22 Education 150
47,21,21,61,150,library and information studies,Education,47 21 21 61 Education 150
62,9,48,31,150,library and information studies,Education,62 9 48 31 Education 150
43,50,52,5,150,library and information studies,Education,43 50 52 5 Education 150
7,42,27,74,150,library and information studies,Education,7 42 27 74 Education 150
72,8,13,57,150,library and information studies,Education,72 8 13 57 Education 150
0,5,79,66,150,library and information studies,Education,0 5 79 66 Education 150
32,58,28,32,150,library and information studies,Education,32 58 28 32 Education 150
93,23,11,23,150,library and information studies,Education,93 23 11 23 Education 150
42,50,4,54,150,library and information studies,Education,42 50 4 54 Education 150
18,47,34,51,150,library and information studies,Education,18 47 34 51 Education 150
70,2,52,26,150,library and information studies,Education,70 2 52 26 Education 150
24,56,32,38,150,library and information studies,Education,24 56 32 38 Education 150
41,33,60,16,150,library and information studies,Education,41 33 60 16 Education 150
68,10,59,13,150,library and information studies,Education,68 10 59 13 Education 150
0,19,81,50,150,library and information studies,Education,0 19 81 50 Education 150
5,97,10,38,150,library and information studies,Education,5 97 10 38 Education 150
50,10,22,68,150,library and information studies,Education,50 10 22 68 Education 150
41,46,63,0,150,library and information studies,Education,41 46 63 0 Education 150
30,79,8,34,151,zambian cultures and ceremonies,Education,30 79 8 34 Education 151
58,53,19,21,151,zambian cultures and ceremonies,Education,58 53 19 21 Education 151
24,38,49,40,151,zambian cultures and ceremonies,Education,24 38 49 40 Education 151
19,18,61,53,151,zambian cultures and ceremonies,Education,19 18 61 53 Education 151
45,50,45,11,151,zambian cultures and ceremonies,Education,45 50 45 11 Education 151
0,11,73,67,151,zambian cultures and ceremonies,Education,0 11 73 67 Education 151
18,25,46,62,151,zambian cultures and ceremonies,Education,18 25 46 62 Education 151
59,24,10,58,151,zambian cultures and ceremonies,Education,59 24 10 58 Education 151
26,97,12,16,151,zambian cultures and ceremonies,Education,26 97 12 16 Education 151
22,40,28,61,151,zambian cultures and ceremonies,Education,22 40 28 61 Education 151
85,30,17,19,151,zambian cultures and ceremonies,Education,85 30 17 19 Education 151
2,2,86,61,151,zambian cultures and ceremonies,Education,2 2 86 61 Education 151
44,12,6,89,151,zambian cultures and ceremonies,Education,44 12 6 89 Education 151
33,66,42,10,151,zambian cultures and ceremonies,Education,33 66 42 10 Education 151
27,18,46,60,151,zambian cultures and ceremonies,Education,27 18 46 60 Education 151
40,67,24,20,151,zambian cultures and ceremonies,Education,40 67 24 20 Education 151
35,18,51,47,151,zambian cultures and ceremonies,Education,35 18 51 47 Education 151
11,6,81,53,151,zambian cultures and ceremonies,Education,11 6 81 53 Education 151
7,82,28,34,151,zambian cultures and ceremonies,Education,7 82 28 34 Education 151
6,61,21,63,151,zambian cultures and ceremonies,Education,6 61 21 63 Education 151
15,19,35,82,151,zambian cultures and ceremonies,Education,15 19 35 82 Education 151
24,3,26,98,151,zambian cultures and ceremonies,Education,24 3 26 98 Education 151
56,23,40,32,151,zambian cultures and ceremonies,Education,56 23 40 32 Education 151
63,18,42,28,151,zambian cultures and ceremonies,Education,63 18 42 28 Education 151
31,21,48,51,151,zambian cultures and ceremonies,Education,31 21 48 51 Education 151
36,68,44,3,151,zambian cultures and ceremonies,Education,36 68 44 3 Education 151
42,23,12,75,152,zambian cultures and ceremonies,Education,42 23 12 75 Education 152
50,9,28,65,152,zambian cultures and ceremonies,Education,50 9 28 65 Education 152
4,65,35,48,152,zambian cultures and ceremonies,Education,4 65 35 48 Education 152
50,12,73,17,152,zambian cultures and ceremonies,Education,50 12 73 17 Education 152
4,25,29,94,152,zambian cultures and ceremonies,Education,4 25 29 94 Education 152
15,14,32,91,152,zambian cultures and ceremonies,Education,15 14 32 91 Education 152
7,59,50,36,152,zambian cultures and ceremonies,Education,7 59 50 36 Education 152
11,55,35,51,152,zambian cultures and ceremonies,Education,11 55 35 51 Education 152
44,12,82,14,152,zambian cultures and ceremonies,Education,44 12 82 14 Education 152
33,51,4,64,152,zambian cultures and ceremonies,Education,33 51 4 64 Education 152
36,29,43,44,152,zambian cultures and ceremonies,Education,36 29 43 44 Education 152
22,51,24,55,152,zambian cultures and ceremonies,Education,22 51 24 55 Education 152
93,15,19,25,152,zambian cultures and ceremonies,Education,93 15 19 25 Education 152
19,2,50,81,152,zambian cultures and ceremonies,Education,19 2 50 81 Education 152
52,21,19,60,152,zambian cultures and ceremonies,Education,52 21 19 60 Education 152
37,82,9,25,153,zambian cultures and ceremonies,Education,37 82 9 25 Education 153
87,7,8,51,153,zambian cultures and ceremonies,Education,87 7 8 51 Education 153
17,10,70,56,153,zambian cultures and ceremonies,Education,17 10 70 56 Education 153
22,42,45,44,153,zambian cultures and ceremonies,Education,22 42 45 44 Education 153
3,32,75,43,153,zambian cultures and ceremonies,Education,3 32 75 43 Education 153
32,75,23,23,153,zambian cultures and ceremonies,Education,32 75 23 23 Education 153
41,57,24,31,153,zambian cultures and ceremonies,Education,41 57 24 31 Education 153
58,3,51,41,153,zambian cultures and ceremonies,Education,58 3 51 41 Education 153
22,40,48,43,153,zambian cultures and ceremonies,Education,22 40 48 43 Education 153
45,77,17,14,153,zambian cultures and ceremonies,Education,45 77 17 14 Education 153
99,4,42,8,153,zambian cultures and ceremonies,Education,99 4 42 8 Education 153
50,30,50,23,153,zambian cultures and ceremonies,Education,50 30 50 23 Education 153
27,68,29,29,153,zambian cultures and ceremonies,Education,27 68 29 29 Education 153
41,57,1,54,153,zambian cultures and ceremonies,Education,41 57 1 54 Education 153
12,33,59,49,153,zambian cultures and ceremonies,Education,12 33 59 49 Education 153
58,10,35,50,153,zambian cultures and ceremonies,Education,58 10 35 50 Education 153
32,0,72,49,153,zambian cultures and ceremonies,Education,32 0 72 49 Education 153
81,18,14,40,153,zambian cultures and ceremonies,Education,81 18 14 40 Education 153
50,47,3,53,153,zambian cultures and ceremonies,Education,50 47 3 53 Education 153
33,89,9,22,153,zambian cultures and ceremonies,Education,33 89 9 22 Education 153
33,74,30,16,153,zambian cultures and ceremonies,Education,33 74 30 16 Education 153
87,50,6,10,153,zambian cultures and ceremonies,Education,87 50 6 10 Education 153
40,56,26,31,153,zambian cultures and ceremonies,Education,40 56 26 31 Education 153
15,17,45,76,153,zambian cultures and ceremonies,Education,15 17 45 76 Education 153
42,87,13,11,153,zambian cultures and ceremonies,Education,42 87 13 11 Education 153
47,75,31,0,153,zambian cultures and ceremonies,Education,47 75 31 0 Education 153
18,78,8,49,153,zambian cultures and ceremonies,Education,18 78 8 49 Education 153
18,48,5,82,153,zambian cultures and ceremonies,Education,18 48 5 82 Education 153
1,34,84,34,153,zambian cultures and ceremonies,Education,1 34 84 34 Education 153
16,17,84,36,153,zambian cultures and ceremonies,Education,16 17 84 36 Education 153
60,6,7,81,154,zambian cultures and ceremonies,Education,60 6 7 81 Education 154
24,11,78,41,154,zambian cultures and ceremonies,Education,24 11 78 41 Education 154
17,78,29,30,154,zambian cultures and ceremonies,Education,17 78 29 30 Education 154
1,50,93,10,154,zambian cultures and ceremonies,Education,1 50 93 10 Education 154
66,14,46,28,154,zambian cultures and ceremonies,Education,66 14 46 28 Education 154
39,8,77,30,154,zambian cultures and ceremonies,Education,39 8 77 30 Education 154
44,5,22,83,154,zambian cultures and ceremonies,Education,44 5 22 83 Education 154
76,50,6,22,154,zambian cultures and ceremonies,Education,76 50 6 22 Education 154
22,78,14,40,154,zambian cultures and ceremonies,Education,22 78 14 40 Education 154
54,72,19,9,154,zambian cultures and ceremonies,Education,54 72 19 9 Education 154
61,48,27,18,154,zambian cultures and ceremonies,Education,61 48 27 18 Education 154
8,51,40,55,154,zambian cultures and ceremonies,Education,8 51 40 55 Education 154
70,76,5,3,154,zambian cultures and ceremonies,Education,70 76 5 3 Education 154
30,6,25,93,154,zambian cultures and ceremonies,Education,30 6 25 93 Education 154
26,53,44,31,154,zambian cultures and ceremonies,Education,26 53 44 31 Education 154
